,Unnamed: 0,prompt,completion
4205,4205,,Y más que a esos asiaticos no les gustan los abrazos te diste garra
4206,4206,,nan
4207,4207,,nan
4208,4208,,Gloria a dios que tal el vuelo??? mucho calor??? ya te encontraste con juanda????
4209,4209,,Ya te encontraste con juanda??
4210,4210,,nan
4211,4211,,Que hermosos los juanes
4212,4212,,Mandamelo excelente muy chistosos tu tía cecilia lloró fue toda una sorpresa para ella
4213,4213,,Si hijo me llamo fue toda una sorpresa lloró de la emoción no lo podía creer
4214,4214,,Amor mio como estas cuenta  donde estss
4215,4215,,Y..... cuéntame
4216,4216,,Que tal noche??
4217,4217,,Y que tal la familia??
4218,4218,,Y que te preguntaron??
4219,4219,,nan
4220,4220,,Y en donde??
4221,4221,,Esta linda la foto
4222,4222,,Juanes
4223,4223,,Pero ellos tarde y tu no conoces barcelona llegan
4224,4224,,"Hijo y dejas a juanda, seria mejor mañana que ellos ya hayan llegado"
4225,4225,,Y pasean desde temprano ahhhh ok
4226,4226,,Perfecto 
4227,4227,,nan
4228,4228,,Pero hay una amiga de tu tía fanny que los va a hospedar 2 días en barcelona
4229,4229,,"Hijo vale 368 por noche x dios juanes y a donde van tus amigos, porq no te les pegas"
4230,4230,,"Juanes busca otro hay opiniones duras, hasta la gente de la calle se queda ahí, y por todo cobran adicional busca otro"
4231,4231,,Estoy mirando otros que porqueria busquemos mas espera sigo mirando
4232,4232,,Y no hay agua caliente que porqueria
4233,4233,,Hijo este último que enviaste está mejor cuanto más cueasta
4234,4234,,"Además a ti no te gustan las rancheras, hasta rovan roban"
4235,4235,,Quédate ahi
4236,4236,,Que lógico hijo
4237,4237,,Y la estancia con juanda de dos días en la casa de la amiga de ti tua hijo y este cuanto cuesta???
4238,4238,,Y el segundo??
4239,4239,,23
4240,4240,,Y que opinas?? que porqueria ni siquiera agua caliente y se hospedan hasta vagabundos
4241,4241,,Si
4242,4242,,Horrible espera vuelvo a mirar
4243,4243,,Que hijo??
4244,4244,,De veras?
4245,4245,,"Hijo  aplica la inteligencia artificial me gusta este este mi juanes cuanto es que vale??? me da paz en estos hostales hay que tener mucho cuidado, te pueden robar hijo de todas maneras hay que preguntar antes , verificar pero acuérdate del hospedaje que ofreció la amiga de tu tía fanny dos dias con juanda es bueno me llamas cuando puedas "
4246,4246,,Oyeeeee podemos hablar?? aquí estoy con david oyeeeee
4247,4247,,Me rompiste el corazón porq hijo
4248,4248,,Dime
4249,4249,,Diosio como asi
4250,4250,,Dime quede muy mal
4251,4251,,Como?? por eso te vas???
4252,4252,,nan
4253,4253,,Y que hacer mami
4254,4254,,Huele muy mal???
4255,4255,,nan
4256,4256,,nan
4257,4257,,Hijo y que podríamos hacer?
4258,4258,,No sabes como me siento mi juanes oye y hablaste con juanda de esto?? que tristeza y juanda nunca se queja que porqueria por eso también el olor hijo me duele el corazón y juanda sin un euro son de bajos recursos verdad?? cuando puedas me llamas me duele el  corazón
4259,4259,,Son ilegales?? diosio pero como así? marcame
4260,4260,,Como sabes ok
4261,4261,,Oh dios terrible
4262,4262,,Entonces?? hijo como se te ocurre eso es delicado pero será que tu tía fanny no sabe las condiciones en las que está juanda?? porque dijo que chava le había dicho que también le enviara a jacobo no entiendo
4263,4263,,Que asco
4264,4264,,Nooooo
4265,4265,,Ok ya entendí la razón x la cual te vas
4266,4266,,Pero por ahora no podemos hacer nada hijo envíame lo de fondea
4267,4267,,Llámame cuando puedas ok
4268,4268,,Si hijo
4269,4269,,Oye y el famoso link para subir la documentación  ya lo tienes???
4270,4270,,Si ????
4271,4271,,Hijo y podrías escribirles
4272,4272,,Hasta cuando hay plazo??
4273,4273,,Dios confirma ya reviso
4274,4274,,Ok ok ok ok esta completo todo hijo solo falta el link
4275,4275,,Ok ni vida
4276,4276,,En que vas??
4277,4277,,Y me puedes llamar??
4278,4278,,Ok mi vida quedo pendiente
4279,4279,,Cono así??? cuenta
4280,4280,,O sea???
4281,4281,,nan
4282,4282,,Ya llegaste???
4283,4283,,Cuenta
4284,4284,,Hijito estas en el hostal???
4285,4285,,Y colo te sientes como me puedes llamar?? juanes dame 10 minutos me baño y me llamas ok
4286,4286,,Cuando puedas llámame ya hablaste con tus amigos asiaticos??? como estas
4287,4287,,Ok
4288,4288,,Ohhhh eres un duro te felicito mi vida so las 12 duerme
4289,4289,,nan
4290,4290,,Hijo no te haz dormido???
4291,4291,,Hola mi amor precioso como estas
4292,4292,,Tranquilo mi vida estoy x el centro de bogota y no te puedo hablar me roban el celular
4293,4293,,Retiro de ahorros pero si me llamas ya podemos hablar estoy dentro del fna
4294,4294,,Juanda ya se fue para mataro?? como la pasaron hoy??
4295,4295,,Que hijo??
4296,4296,,Explicate
4297,4297,,Pero.....m
4298,4298,,Sii vida juanes ese gato me parece horrible ys te había dicho que no me lo envies y entonces
4299,4299,,Pero podemos hablar
4300,4300,,Marcame
4301,4301,,Más tarde no
4302,4302,,Dime con wuienes??
4303,4303,,Y juanda???
4304,4304,,Ah ok s la pocilga
4305,4305,,Tranquilo hablamos luego comparte mañana ok
4306,4306,,Cuantos?? haz debido probar una noche experiencia para ls próximo y donde vas a alquilar?? y el bar queda lejos del hostal???
4307,4307,,Y xq???
4308,4308,,"Hijo por dios estas en españa, conoce esa oportunidad cundo más"
4309,4309,,Y tus amigos cuando regresan???
4310,4310,,Por eso y tu cuando???
4311,4311,,No importa
4312,4312,,Disfruta españa por dios que bendición que estés allá
4313,4313,,En realidad no te entiendo ahora esras amargado me haces sentir muy mal no me parece
4314,4314,,Bendiciones dulces sueños
4315,4315,,Oyeeeee duerme
4316,4316,,Hola hijo como estas
4317,4317,,Que pasa mi amor donde andas
4318,4318,,Dios mio y entonces
4319,4319,,Que mierda
4320,4320,,Y ella me dijo anoche que te había advertido mira lo que me escribio
4321,4321,,"Ya te voy a mostrar hola mer gracias por todas las atenciones a juandita por medio del juanes gracias , gracias, juandita me dijo que el juanes no lo dejó pagar nada, gracias, gracias ya nos llamó la prima de fabio que vive en barcelona, la mamá del chico sebas que se quedó aqui , dijo que  allá los esperan con los brazos abiertos, a ambos, por si el juanes se quiere ir a quedar allá con juanda. ....quedarse allí y ahorrar unos euros un par de noches....a ver que querrá el.  bueno, un abrazito hola fanicita que nas, han hablado con juanes?? hoy no pude hablar??? una pregunta, donde ka prima de barcelona,  ella con cuantas personas vive?? si habrá espacio??? porq en mataro eran 11 gracias por todo si viven muchos no se preocupe,  que juanes seguirá en el hostal. yo le advertí a juanes ah bueno, que sigs en el hostal y juanda se quede d dónde la prima. pues raro xq juanes me dice que no sabia o no entendio tranqui ya pasó  eso mejor fanicita muchas gracias me dio mucha rabia no le dije nada pero según esto te puedes quedar donde ka prima fue una mierda"
4322,4322,,Ella sabe muy bien ksd condiciones en las que esta juanda
4323,4323,,Hijo tranquilo habla con los asiaticos para ver si te puedes quedar con ellos o en último dis noches con la prima de favio sabes algo muy bueno en medio de todo: el euro está muy barato hijo
4324,4324,,No puede ser
4325,4325,,"Porq tan poquito tiempo?? amor aprovecha para conocer esa oportunidad no la vuelves a tener, animo tu estas ocupado hablamos luego"
4326,4326,,Oyeeeee dime
4327,4327,,Ok portafolio: el precio del dólar en colombia registró caída de más 40 pesos. ://www.portafolio.co/indicadores-economicos/trm-hoy-precio-del-dolar-hoy-9-de-marzo-del-2022-en-colombia-562700 el dolar esta  muy barato
4328,4328,,Y el euro oye más bien me llamas cuando puedas
4329,4329,,"Tranquilo oye co seguiste algo? llego juanda?, hijo que paso al fin pudiste alquilar la habitación??"
4330,4330,,No la alquilarse?? pero cuéntame xfa
4331,4331,,Hijo pero xq no la habitación?? tenemos como pagarlo si puedes llamame
4332,4332,,"Gozate barcelona,  pasea y conoce, no te preocupes por la plata no te amargues dios tiene para ti los mejores planes, aun en medio de esta situación ,  dios te dará lo mejor. confía y disfruta. no te desanimes"
4333,4333,,Hijo que paso
4334,4334,,nan
4335,4335,,Marcame hiko hijo
4336,4336,,Ok marcame en una hora y media y me cuentas que voy a ir hasta el exito
4337,4337,,Llámame hola mi juanesito čómo estas donde andas
4338,4338,,No hijo mira esto
4339,4339,,Son lugares para conocer en barcelona
4340,4340,,Que van a hacer?
4341,4341,,U eso??
4342,4342,,Ok
4343,4343,,Y juanda??
4344,4344,,Ah ok hijo mira lo wuw te envié para que conozcas  mas lugares desayunste?
4345,4345,,Hola de nuevo yo
4346,4346,,Hola mi vida que mas cono te ha ido hoy??
4347,4347,,Hijo y donde van a ir a almorzar??
4348,4348,,Excelente hijo en el hotel venden comida??
4349,4349,,nan
4350,4350,,nan
4351,4351,,Hijo aprovecha para conocer
4352,4352,,Podemos hablar??
4353,4353,,Como te sientes??
4354,4354,,Bueno el desayuno?? ok me llamas
4355,4355,,nan
4356,4356,,Dios mio que será??
4357,4357,,Y pierdes ka tarde y el que te dijo?? a que horas
4358,4358,,Contesta
4359,4359,,Que mierda
4360,4360,,Y kejis?? pregunta en el hotel donde hay peluquería 
4361,4361,,nan
4362,4362,,Excelente y cuanto vale
4363,4363,,"Ok hijo si la afeitada es más barata, mándame afeitar la cabeza"
4364,4364,,Hijo
4365,4365,,Podemos hablar
4366,4366,,Y xq
4367,4367,,Como así que no tienes datos?? porq
4368,4368,,Pero juanda si
4369,4369,,Y entonces porq dejo de funcionar?? no haz pagado??
4370,4370,,nan
4371,4371,,Y ahora??? increíble pero juanda si tiene???
4372,4372,,Ok
4373,4373,,Co.o hiciste que bueno hijo cuenta donde estas ya te peluquiste??
4374,4374,,Dios te bendiga te quiero
4375,4375,,nan
4376,4376,,Ok entonces
4377,4377,,No señor no juzgues dijimos que no estaba comiendo saludable
4378,4378,,Que es diferente a decir que esta aguantando hambre
4379,4379,,Dani sabe no señor
4380,4380,,"Ella no sabe nada nadie mas si señor xq el quiere mucho a juanda y acaso no es verdad, que no come saludable?? yo nunca he dicho que esta aguantando hambre"
4381,4381,,Que??? y juanda no esta contigo??
4382,4382,,Claro que si
4383,4383,,Pero como vas a hablar con dani  estando ahí juanda??
4384,4384,,Quien??
4385,4385,,Ok y como vas a hacer para que juanda no escuche??
4386,4386,,"Ese juanda es todo un actor, casi no dejo de reir como dios manda..."
4387,4387,,"Juan david hola mi vida, ya llegaron??? hola "
4388,4388,, bendiciones feliz descanso
4389,4389,,Hola hijo
4390,4390,,Hila mi vida como estas que ha pasado??? a que horas hablamos??
4391,4391,,Muestra
4392,4392,,nan
4393,4393,,Que lindo que quedaste y cuantos euros??
4394,4394,,No te puedo creer
4395,4395,,nan
4396,4396,,Y $$????
4397,4397,,Ahhhhh
4398,4398,,Pensé que mas
4399,4399,,nan
4400,4400,,Si hijo estabas como un oso totalmente podemos hablar?? estas en el hotel??
4401,4401,,Ok para que tu padre hable contigo para lo de la csrta carta tan rato tu en esas hijo y juanda??
4402,4402,,nan
4403,4403,,Se apagó
4404,4404,,Hijo pero yo quiero preguntarte unas cosas
4405,4405,,Ya te marco oyeeeee
4406,4406,,Estoy hablando con tu tía fanny contesta oyeeeee contesta
4407,4407,,nan
4408,4408,,Dios les abra puertas
4409,4409,,Juanes hola como estas viste lo que le enviamos a juanda
4410,4410,,Es económico y le dan la hola mi juanes algo pudieron averiguar??
4411,4411,,Hijo
4412,4412,,Ya sales??
4413,4413,,Donde estas??
4414,4414,,Esos perros podemos hablar?? que mierda juanesito a partir del 16 de marzo mastercard ok llámame cuando estés en ámsterdam tqm
4415,4415,,Hola como te fue???
4416,4416,,Que horas es?
4417,4417,,Mi vida
4418,4418,,A estudiar a helsinki por fin
4419,4419,,Quien???? no te hagas
4420,4420,,Cuando?? da tregua
4421,4421,,nan
4422,4422,,No juanes
4423,4423,,Ponte serio
4424,4424,,nan
4425,4425,,Ok eso esta bien pero la otra semana???? no puede ser
4426,4426,,No jodas
4427,4427,,nan
4428,4428,,Sr
4429,4429,,No pienses en eso
4430,4430,,Que mierda
4431,4431,,Ríete un poco
4432,4432,,nan
4433,4433,,Mira el video total
4434,4434,,Que
4435,4435,,Dime mi vid
4436,4436,,nan
4437,4437,,Gloria a dios llámame cuando puedas
4438,4438,,nan
4439,4439,,Mi perro es mejor
4440,4440,,Hola
4441,4441,,Buen  viaje buen viento buena mar tan pronto llegues te cmunicas helsinki
4442,4442,,nan
4443,4443,,Oye ya llegaste???? añ apto como estas
4444,4444,,Sr
4445,4445,,Que???
4446,4446,,Y
4447,4447,,Claro
4448,4448,,Y???
4449,4449,,nan
4450,4450,,Dios mio
4451,4451,,Dios mio gracias a dios eres honesto
4452,4452,,O sino terrible
4453,4453,,Por supuesto
4454,4454,,Listo mi vida
4455,4455,,Si sr
4456,4456,,No hay problema
4457,4457,,nan
4458,4458,,Ok quedo pendiente
4459,4459,,nan
4460,4460,,Colombia
4461,4461,,nan
4462,4462,,Y ?????? te gusta????
4463,4463,,Y donde la conociste??
4464,4464,,Bueno y ella que tal es???
4465,4465,,Mmmm??
4466,4466,,No entiendo 
4467,4467,,Físicamente
4468,4468,,nan
4469,4469,,Pues....
4470,4470,,Y tu crees que tu le gustas a ella??
4471,4471,,Que es eso????
4472,4472,,nan
4473,4473,,Entonces siiii
4474,4474,,Tu le gustas
4475,4475,,Esperemos a ver
4476,4476,,"Que,?? y ??"
4477,4477,,Porq
4478,4478,,Pero hijo y esa chica que estudia o que es???
4479,4479,,U entonces???
4480,4480,,A mi si me parece que ests a tu altura no me jodas
4481,4481,,Ahí te vas a quedar
4482,4482,,Que quieres entonces una científica??? pero tienes que darte ka oportunidad de conocerla
4483,4483,,Por dios jusnes
4484,4484,,Con calma
4485,4485,,Puede ser una gran persona
4486,4486,,nan
4487,4487,,Jaja con calma hijo pero conocela puede ser una gran mujer
4488,4488,,Que es esa mierda??
4489,4489,,Tan negra hola mi vida como estas
4490,4490,,Hijo hijo amado
4491,4491,,Cuenta rstas ocupado?? oyeeeee
4492,4492,,Ok me llamas cuando puedas
4493,4493,,nan
4494,4494,,Y todo bien??
4495,4495,,Me alegro hijo y que msd
4496,4496,,Por favor
4497,4497,,Ok
4498,4498,,Hijo hola como estas
4499,4499,,Aoareciste apareciste
4500,4500,,nan
4501,4501,,nan
4502,4502,,Pero de lejos aquí nadie me jode como santos
4503,4503,,"O sea aquí son amigos, nada de nada mi vida aquí no admito romances"
4504,4504,,Pero es que creíamos que era máximo una semana no un mes no nada apenas se van a conocer
4505,4505,,Pero ta es una novia super celosa
4506,4506,,Pero ya tiene viaje listo
4507,4507,,"Mi amor , pensemos que es solo una amiga"
4508,4508,,Juanes calladito es más  yo quiero conocerla muy bien en todo y yo ya le dije a david las condiciones
4509,4509,,"Eso me dijo, que había metido la pata  que estaba preocupado"
4510,4510,,Si hiko la embarro peor aun
4511,4511,,Esta desesperada por salir de peru
4512,4512,,También
4513,4513,,Voy a estar muy pendiente
4514,4514,,Pero quiere casarse
4515,4515,,Hojo en su momento además recuerda se va para canadá y esa chica lo sabe cuéntame de nelly
4516,4516,,nan
4517,4517,,"Es verdad, esta super encanrtado"
4518,4518,,Hijo ya ka embarro
4519,4519,,El se arrepintio porq me dijo que de pronto no le gustaba y esa chica esta super ilusionada u como te digo es celosa
4520,4520,,Si hijo que mierda
4521,4521,,Lo veo tan solo
4522,4522,,Tu le has hecho mucha falta
4523,4523,,Se la pasa en eso
4524,4524,,A propósito lo contactaron dos personas para que les ayudara con videos para la presentación en white com hijo david ya se va
4525,4525,,"No jodas juanes,  y??"
4526,4526,,Si yo wuiero que tu vuelvas
4527,4527,,nan
4528,4528,,"Es mi compañero por ahora, ya se va"
4529,4529,,Ya te perdi
4530,4530,,Pero porq hijo
4531,4531,,Huy  perdon
4532,4532,,Oye y cual es tu vida???
4533,4533,,Pues ma oye ven con nelli
4534,4534,,Con tu amiga joven tu que crees juanes
4535,4535,,Hijito lindo
4536,4536,,Esperar con calma hijo y como rstas cuenta
4537,4537,,Gloria a dios
4538,4538,,nan
4539,4539,,nan
4540,4540,,No pues casi nada tu de viaje x europa me llamas
4541,4541,,Ya te marco
4542,4542,,Estoy con los de la casa se van ya te marco
4543,4543,,Si dejan la casa hijo que paso??
4544,4544,,Hola hijo como estas que mas
4545,4545,,De verdad??? más que para finlandia?? ellos se pierden de ti hijo luchala me parece maravilloso que los visites
4546,4546,,No lo puedo creer dios
4547,4547,,Hijo jola mándame el recibo para imprimirlo mira a ver si se puede pagar por bancolombia
4548,4548,,Y averigua el xq de los otros recibos
4549,4549,,nan
4550,4550,,Me avisas mi vida y lo del icetex???
4551,4551,,A ver que paso haber es otra conjugación ok
4552,4552,,Cyanfo hablaste con juli??
4553,4553,,Ah ok listo mi vida quedo pendiente del r3cibo
4554,4554,,nan
4555,4555,,A colombia?????? como así????? explícame
4556,4556,,No entiendo quienes son??
4557,4557,,nan
4558,4558,,Hola hijo donde andas?
4559,4559,,Que estas tocando piano
4560,4560,,Dios les debió encantar la melodía que tocaste
4561,4561,,940 millones de pesos
4562,4562,,nan
4563,4563,,Podemos hablar??
4564,4564,,O rstas ocupado?
4565,4565,,"Hijo hola no olvides enviarme el recibo,  hay plazo hasta el lunes."
4566,4566,,Hola mi juanes como estas
4567,4567,,Cuenta así sería ka parranda
4568,4568,,Dios mio y quedaste en pie?? a quien abrazaste???? llámame cuando puedas
4569,4569,,Sr dime
4570,4570,,nan
4571,4571,,nan
4572,4572,,Increíble mi amor oye y de helsinki a italia???
4573,4573,,Ok
4574,4574,,Hola mi vida hola
4575,4575,,Hola como estas que dice el joven más hermoso de finlandia??
4576,4576,,nan
4577,4577,,Hola mi.vida
4578,4578,,Y eso
4579,4579,,Pasamos delicioso
4580,4580,,nan
4581,4581,,"Viste el video?? hicimos un almuerzo hummmm tomamos cafecito y torta y hablamos como loros y alguien dijo, falta el almuerzo de juanes te extrañamos tanto "
4582,4582,,Son kas 2 pm en fin finlandia
4583,4583,,Cuenta de ti
4584,4584,,Cuenta porq
4585,4585,,Pues casi no hablan
4586,4586,,Que porqueria
4587,4587,,Sería creo imposible
4588,4588,,Claro hijo y los amigos de ella iguales??
4589,4589,,Que hicieron??
4590,4590,,Que tratabas de hablar??
4591,4591,,Que pesar hijo que se crien como robots
4592,4592,,"Se pierden lo mejor de la vida la amistad,  la risa, los chistes"
4593,4593,,Todo lo deben pensar mucho hijo y tu no le has dicho nafa a nellt?
4594,4594,,Se nota mucho la diferencia cultural verdad??
4595,4595,,Hijo le dará mucha pena contigo
4596,4596,,Pero puede cambiar
4597,4597,,"Si es un horror esa mierda, yo lo he oído en los videos"
4598,4598,,Y muy rara vez en el año llaman a la familia y la de taiwan??
4599,4599,,En serio mi juanes??
4600,4600,,Que ha pasado?
4601,4601,,Claro lógico
4602,4602,,"Dios mio solo robots, respuestas pensadas, concretad y directas y tu wue hablas más que un perdido"
4603,4603,,Y ??
4604,4604,,Porque?
4605,4605,,Comen en silencio que pereza
4606,4606,,Que mierda
4607,4607,,Pero esa es tu cultura
4608,4608,,Si pero al menos hablan mas
4609,4609,,Y tu abrazandolos
4610,4610,,Pero xq
4611,4611,,nan
4612,4612,,Juanes aquí abrazamos hasta a los recién conocidos
4613,4613,,nan
4614,4614,,Como será?
4615,4615,,Como habrá hecho mauricio?
4616,4616,,Y si le preguntas a neil por lo que ha vivido con mauricio
4617,4617,,O sea quedaste aburrido con esa cita
4618,4618,,Que pesar nada es 100% perfecto
4619,4619,,Ni siquiera los coreanos o asiaticos
4620,4620,,Creo que esas saludas con neil se van a espaciar
4621,4621,,Que pereza
4622,4622,,"Como crecerán,mm"
4623,4623,,Eso es horrible
4624,4624,,Tanta independencia mata las relaciones
4625,4625,,No por dios por esos ahora entiendo porque las tasas de suicidio en los países nórdicos son tan altas
4626,4626,,Incluso en los asiaticos
4627,4627,,Pero
4628,4628,,Son robots
4629,4629,,Que horror
4630,4630,,Pero han hablado de las diferencias culturales con neil máquinas
4631,4631,,Si hijo
4632,4632,,Pero para un latino imposible
4633,4633,,nan
4634,4634,,En serio???
4635,4635,,No te lo puedo creer
4636,4636,,nan
4637,4637,,Eres muy feliz pero algo le has de gustar a neil
4638,4638,,O sino no te invitaría a pesar de tus exagerado son robots respuesta concreta y cerrada
4639,4639,,Si
4640,4640,,nan
4641,4641,,Como son de mal educados que mierda
4642,4642,,Cuenta
4643,4643,,Sii
4644,4644,,No puede ser
4645,4645,,Los ven como retrasados mentales
4646,4646,,"Ayer en el video que te envié de lappeeranta,  dicen que nunca se puede confiar en los rusos sonreír?? yo sería super retrasada"
4647,4647,,"Extrañas aún a laura?? ella parece finlandesa, nunca saluda ni habla oyeeeee"
4648,4648,,nan
4649,4649,,Cuenta
4650,4650,,Te dijeron algo?
4651,4651,,"Ah mi juanes creo que la amistad con neil no va a progresar mucho porq es una mierda, pensar que decir y que no sea incómodo para ellos ni que se ofenda todo bien pensado tener cuidado de lo que haces o dices para no ofender a la gente"
4652,4652,,Así no podrías vivir tu
4653,4653,,Demasiado 
4654,4654,,Y abrazar y reírte a carcajadas
4655,4655,,No mi vida jodido
4656,4656,,"Y entonces,  novia finlandesa ni modos"
4657,4657,,"Sabes que creo algo y te lo podría jurar, que toda esa diferencia cultural que tienes y lo fuerte en expresiones es lo que le gusta de ti a neil pero ella es incapaz de expresarlo que pesar y que haces mi juanes??? tu te puedes aquí conseguir una super novia colombiana o latina aun"
4658,4658,,Si eso es inentendible y tu con quien jugador?? jugaste hijo marcame quiero hablar contigo oyeeeeee
4659,4659,,Mañana mi vida es 28 pirq xq
4660,4660,,Madrugo a eso dios mediante so hijo
4661,4661,,Último día como estas que haces?
4662,4662,,nan
4663,4663,,Y estaba rico?? y eso?
4664,4664,,Ahhh
4665,4665,,Excelente y con wuien vas??
4666,4666,,A que horas?? y de niños peques que bonito cuenta
4667,4667,,Hijo y que haces allá??
4668,4668,,Y el joven pirq no se ha pronunciado hoy?
4669,4669,,Hijo que es de tu vida porq tan calladito?
4670,4670,,Ok me llamas mi vida voy más tarde a pagar el recibo de la u
4671,4671,,nan
4672,4672,,nan
4673,4673,,Que vas a preparar??
4674,4674,,nan
4675,4675,,Se ve delicioso y les gusto??
4676,4676,,"Colo así hijo te volviste asiático?? hijo a partir de hoy 01 de abril y hasta el 15 de abril, tarjeta visa."
4677,4677,,nan
4678,4678,,No hijo solo arepas tiene wue decir que es harina para buñuelos
4679,4679,,nan
4680,4680,,Hola hijo como estas
4681,4681,,Como esras que haces?
4682,4682,,Cuenta ohhh
4683,4683,,Me llamas luego listo como así?? acaso ya no estaba confirmado????
4684,4684,,Porq y ya se pagó 
4685,4685,,Que mierda
4686,4686,,"No me parece juanes, por unos días no se va acabar troppi"
4687,4687,,"Que es esperen el receso de semana santa deja claro eso no te pierdas ese viaje,  con tus compañeros no lo pierdas luego te arrepientes igualmente es en semana santa no lo puerdas"
4688,4688,,Me llamas cuando termines por fa
4689,4689,,Ya voy a pagar tu arriendo juanes sabes algo del icetex ???? oye
4690,4690,,Listo hijo quedo pago arriendo mayo oye en junio se paga??? o se toman del depósito??
4691,4691,,nan
4692,4692,,Pero si te quedas??? cuando pagaríamos??
4693,4693,,nan
4694,4694,,Cuando te confirmó
4695,4695,,Seguro???
4696,4696,,Hijo cuando hablaste con julian?? eso es urgente necesito pagar tarjetas de crédito
4697,4697,,nan
4698,4698,,Tus mismas jetas
4699,4699,,Me avisas
4700,4700,,Es urgente mi juanes a menos que hoy venda ka casa hola tia ya mucho mejor pero me de igual forma me sigo cuidando hijo xq quitaste tu foto de perfil ???
4701,4701,,Eres el más pinta u hermoso las niñas están muy bonitas 
4702,4702,,Hola mi juanes buenos dias
4703,4703,,Quieres saludar a jenniffer acabamos de llegar del aeropuerto
4704,4704,,La amiga de david
4705,4705,,Te acuerdas la peruana que dices???
4706,4706,,"Queridita muy sociable quieres conocerla,?"
4707,4707,,Bueno mi vida entonces hablamos mad tardes
4708,4708,,Que despachada
4709,4709,,Vete a dormir que despachada no me dejaste ni hablar bendiciones  mi vida hermosa
4710,4710,,As : finlandia sigue siendo el país más feliz del mundo y españa retrocede. hola aquí estamos con jennifer por si quieres conocerla y tienes tiempo
4711,4711,,Holq ok oye llamame
4712,4712,,Podemos hablar ahora estoy sola oye
4713,4713,,Huy que espectaciulo
4714,4714,,A fuego lento deliciosas
4715,4715,,nan
4716,4716,,Hola mi amor ocupado??? como estas les pusiste queso por encima o pollo????
4717,4717,,Te quedas para toda la vida?? y novia finlandesa???
4718,4718,,Podemos hablar??
4719,4719,,Hola mi vida donde andas??? hoy aquí   mañana en cualquier lugar del mundo déjame saber de ti te quiero 
4720,4720,,nan
4721,4721,,Y ????? cuenta mi amor ya vas en vuelo?
4722,4722,,Hijo llame cuando puedas
4723,4723,,Ok me vida me avisas cuando llegues a italia felicidades 
4724,4724,,nan
4725,4725,,Y tu le gustas a ella??
4726,4726,,Cuenta
4727,4727,,Si y ???
4728,4728,,Ahhhh
4729,4729,,Ella es la amiga de andrue
4730,4730,,Y ??? ok
4731,4731,,Y or a primera a vista???
4732,4732,,Y ella donde vive??? y donde esta???
4733,4733,,Y lo dudas ??
4734,4734,,Se enamoró de ti
4735,4735,,Y eso do de es??
4736,4736,,Y entonces??
4737,4737,,Que te gusto??
4738,4738,,Y ella quedo:
4739,4739,,nan
4740,4740,,nan
4741,4741,,Jetiabierto y que vas a hacer?????
4742,4742,,Con tanta niña li da
4743,4743,,nan
4744,4744,,No te puedo creer
4745,4745,,Es que tu eres lindo y especial que te dijo???
4746,4746,,Y hablan más que las findanlesad??
4747,4747,,Hijo y que estudia??
4748,4748,,Y que hace en helsinki?
4749,4749,,Y entonces??? te va a dejar
4750,4750,,nan
4751,4751,,nan
4752,4752,,Menos mal
4753,4753,,A ti te gustan todas
4754,4754,,Y que vamos  hacer???
4755,4755,,Cual elegir???
4756,4756,,Juanes tu eres un tumbalocas
4757,4757,,Si eres lindo físicamente y bello como persona
4758,4758,,Que es eso??
4759,4759,,Noooooo
4760,4760,,"Yo quiero una nuera bien especial,  así no sea linda"
4761,4761,,Quedó matada
4762,4762,,Eso es lo mejor invitala a colombia
4763,4763,,Ya vas en vuelo???
4764,4764,,Si mi vida
4765,4765,,A wue horas llegas a italia???
4766,4766,,Hijo y a donde te vas a quedar???
4767,4767,,nan
4768,4768,,Y porq
4769,4769,,nan
4770,4770,,"Pero vas a estar en italia, toma muchas fotos"
4771,4771,,"Y subelas, envislas"
4772,4772,,Hijo yo la quiero conocer
4773,4773,,Nunca te había visto tab impactado y no te dejo abrazarlos más???
4774,4774,,Hijo de verdad que di esuy hermosa
4775,4775,,Tiene cara de ángel si impresionante cuantos años tiene???
4776,4776,,No haz hecho mas que esa jeta
4777,4777,,Y a tus amigos no les gusta??
4778,4778,,Pero ella quedó matada contigo
4779,4779,,Que niña tan bonita
4780,4780,,Que jeta se hicieron cuando se vieron???
4781,4781,,nan
4782,4782,,Tu eres la diferencia
4783,4783,,Y tu la saludarte con tremenda sonrisa??
4784,4784,,nan
4785,4785,,nan
4786,4786,,nan
4787,4787,,Aprovecha
4788,4788,,nan
4789,4789,,Que pesar hijo
4790,4790,,Déjale la invitación a bogota
4791,4791,,nan
4792,4792,,Hijo es difícil la cultura y el idioma
4793,4793,,Si hojo
4794,4794,,A menos wue se venga a vivir aqui
4795,4795,,Por supuesto
4796,4796,,"Que si hijo lo lamento,  porq de verdad es muy hermosa"
4797,4797,,Y como es como persona?¡
4798,4798,,La excepción a las coreanas será encarnada de latina???
4799,4799,,Será hijo que??
4800,4800,,Obvio
4801,4801,,Y tu a el??
4802,4802,,Si señor
4803,4803,,Ya se acostumbro
4804,4804,,O lo abrazas a la berraca
4805,4805,,Así es
4806,4806,,Me parece excelente
4807,4807,,nan
4808,4808,,Es que son una familia
4809,4809,,En serio???
4810,4810,,Como así??
4811,4811,,Juanes es peligroso por favor
4812,4812,,Quien controla a todas las cabras??
4813,4813,,Dime
4814,4814,,Ok mi vida
